date,ticker,signal,confidence,rejection_reason,rejection_layer
2024-03-28,AMZN,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-03-28,WFC,BUY,0.604343,Already holding position,backtest
2024-03-28,KO,BUY,0.604343,Sector Consumer at max 3 positions,sector_limit
2024-04-01,GOOGL,BUY,0.63189,Already holding position,backtest
2024-04-01,QQQ,BUY,0.622793,In cooldown until 2024-04-02; need confidence ≥ 0.65,cooldown
2024-04-01,MA,BUY,0.622793,Already holding position,backtest
2024-04-01,JPM,BUY,0.613609,Already holding position,backtest
2024-04-01,BAC,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-02,MA,BUY,0.6498,Already holding position,backtest
2024-04-02,PG,BUY,0.640894,Already holding position,backtest
2024-04-02,NFLX,BUY,0.640894,Sector Tech at max 3 positions,sector_limit
2024-04-02,ISRG,BUY,0.63189,Already holding position,backtest
2024-04-02,WMT,BUY,0.613609,Sector Consumer at max 3 positions,sector_limit
2024-04-02,AVGO,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-02,ABBV,BUY,0.604343,In cooldown until 2024-04-04; need confidence ≥ 0.69,cooldown
2024-04-03,GOOGL,BUY,0.6498,Already holding position,backtest
2024-04-03,WMT,BUY,0.622793,Sector Consumer at max 3 positions,sector_limit
2024-04-03,V,BUY,0.613609,Sector Finance at max 3 positions,sector_limit
2024-04-03,SPY,BUY,0.604343,Already holding position,backtest
2024-04-03,CRM,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-03,AXP,BUY,0.604343,Already holding position,backtest
2024-04-04,MA,BUY,0.622793,In cooldown until 2024-04-10; need confidence ≥ 0.66,cooldown
2024-04-04,LLY,BUY,0.622793,Already holding position,backtest
2024-04-04,AXP,BUY,0.622793,Already holding position,backtest
2024-04-04,ABBV,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-04-04,SPY,BUY,0.604343,Already holding position,backtest
2024-04-05,ABBV,BUY,0.622793,Sector Health at max 3 positions,sector_limit
2024-04-05,PG,BUY,0.606768,Already holding position,backtest
2024-04-05,JNJ,BUY,0.606768,Sector Health at max 3 positions,sector_limit
2024-04-05,WFC,BUY,0.604343,Already holding position,backtest
2024-04-05,MRK,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-04-08,MA,BUY,0.667297,Sector Finance at max 3 positions,sector_limit
2024-04-08,LLY,BUY,0.63189,Already holding position,backtest
2024-04-08,CAT,BUY,0.613609,Already holding position,backtest
2024-04-08,AVGO,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-04-08,QQQ,BUY,0.604343,Already holding position,backtest
2024-04-08,ABBV,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-04-09,SPY,BUY,0.6498,Already holding position,backtest
2024-04-09,JNJ,BUY,0.634031,Sector Health at max 3 positions,sector_limit
2024-04-09,AVGO,BUY,0.622793,Sector Tech at max 3 positions,sector_limit
2024-04-09,QQQ,BUY,0.613609,Already holding position,backtest
2024-04-09,CRM,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-04-09,WFC,BUY,0.613609,Already holding position,backtest
2024-04-10,AMD,BUY,0.688532,Sector Tech at max 3 positions,sector_limit
2024-04-10,AVGO,BUY,0.640894,Sector Tech at max 3 positions,sector_limit
2024-04-10,CSCO,BUY,0.628093,Sector Tech at max 3 positions,sector_limit
2024-04-10,BRK-B,BUY,0.622793,Already holding position,backtest
2024-04-10,HD,BUY,0.622793,In cooldown until 2024-04-15; need confidence ≥ 0.65,cooldown
2024-04-10,TMO,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-04-10,CRM,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-10,WFC,BUY,0.604343,In cooldown until 2024-04-16; need confidence ≥ 0.69,cooldown
2024-04-11,MS,BUY,0.645087,Sector Finance at max 3 positions,sector_limit
2024-04-11,CSCO,BUY,0.616805,Sector Tech at max 3 positions,sector_limit
2024-04-11,GOOGL,BUY,0.613609,Already holding position,backtest
2024-04-11,PYPL,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-04-11,AMZN,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-11,WFC,BUY,0.604343,In cooldown until 2024-04-16; need confidence ≥ 0.69,cooldown
2024-04-11,TMO,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-04-12,CRM,BUY,0.6498,Sector Tech at max 3 positions,sector_limit
2024-04-12,NFLX,BUY,0.63189,Already holding position,backtest
2024-04-12,MSFT,BUY,0.622793,Already holding position,backtest
2024-04-12,WFC,BUY,0.613609,In cooldown until 2024-04-16; need confidence ≥ 0.69,cooldown
2024-04-12,ABBV,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-04-12,HD,BUY,0.606768,In cooldown until 2024-04-15; need confidence ≥ 0.65,cooldown
2024-04-12,MA,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-15,PEP,BUY,0.643302,Already holding position,backtest
2024-04-15,WFC,BUY,0.63189,In cooldown until 2024-04-16; need confidence ≥ 0.69,cooldown
2024-04-15,AXP,BUY,0.613609,Already holding position,backtest
2024-04-15,QCOM,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-04-15,TXN,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-15,MS,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-15,BRK-B,BUY,0.604343,Already holding position,backtest
2024-04-15,XOM,BUY,0.604343,Already holding position,backtest
2024-04-16,ABBV,BUY,0.63189,Already holding position,backtest
2024-04-16,BAC,BUY,0.622793,Already holding position,backtest
2024-04-16,WFC,BUY,0.613609,Sector Finance at max 3 positions,sector_limit
2024-04-16,MA,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-16,LLY,BUY,0.604343,Already holding position,backtest
2024-04-17,HD,BUY,0.647829,Already holding position,backtest
2024-04-17,NFLX,BUY,0.640894,Already holding position,backtest
2024-04-17,KO,BUY,0.625602,Already holding position,backtest
2024-04-17,QQQ,BUY,0.622793,Already holding position,backtest
2024-04-17,BAC,BUY,0.622793,Already holding position,backtest
2024-04-17,ABBV,BUY,0.613609,Already holding position,backtest
2024-04-17,PEP,BUY,0.606289,Already holding position,backtest
2024-04-17,V,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-17,WFC,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-17,MS,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-18,PEP,BUY,0.635761,Already holding position,backtest
2024-04-18,BAC,BUY,0.622793,Already holding position,backtest
2024-04-18,LLY,BUY,0.613609,In cooldown until 2024-04-24; need confidence ≥ 0.73,cooldown
2024-04-18,PG,BUY,0.613609,Sector Consumer at max 3 positions,sector_limit
2024-04-18,NFLX,BUY,0.604343,Already holding position,backtest
2024-04-18,ISRG,BUY,0.604343,In cooldown until 2024-04-22; need confidence ≥ 0.68,cooldown
2024-04-18,KO,BUY,0.603443,Already holding position,backtest
2024-04-19,PEP,BUY,0.622793,In cooldown until 2024-04-25; need confidence ≥ 0.68,cooldown
2024-04-19,ABBV,BUY,0.613609,Already holding position,backtest
2024-04-19,TXN,BUY,0.608697,Sector Tech at max 3 positions,sector_limit
2024-04-19,SPY,BUY,0.604343,Already holding position,backtest
2024-04-19,LLY,BUY,0.604343,In cooldown until 2024-04-24; need confidence ≥ 0.73,cooldown
2024-04-19,AMZN,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-22,TXN,BUY,0.641708,Sector Tech at max 3 positions,sector_limit
2024-04-22,TMO,BUY,0.63189,Already holding position,backtest
2024-04-22,QCOM,BUY,0.613609,Already holding position,backtest
2024-04-22,WMT,BUY,0.613609,Sector Consumer at max 3 positions,sector_limit
2024-04-23,PYPL,BUY,0.638383,Sector Tech at max 3 positions,sector_limit
2024-04-23,PEP,BUY,0.626595,In cooldown until 2024-04-25; need confidence ≥ 0.68,cooldown
2024-04-23,WMT,BUY,0.613609,Sector Consumer at max 3 positions,sector_limit
2024-04-23,QCOM,BUY,0.613609,Already holding position,backtest
2024-04-23,AVGO,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-04-23,BAC,BUY,0.604343,Already holding position,backtest
2024-04-24,QQQ,BUY,0.665394,In cooldown until 2024-04-30; need confidence ≥ 0.70,cooldown
2024-04-24,SPY,BUY,0.640894,In cooldown until 2024-04-26; need confidence ≥ 0.65,cooldown
2024-04-24,MSFT,BUY,0.640894,Sector Tech at max 3 positions,sector_limit
2024-04-24,ISRG,BUY,0.63189,Sector Health at max 3 positions,sector_limit
2024-04-24,META,BUY,0.623364,Sector Tech at max 3 positions,sector_limit
2024-04-24,MRK,BUY,0.622793,Sector Health at max 3 positions,sector_limit
2024-04-24,AVGO,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-04-24,PYPL,BUY,0.610267,Sector Tech at max 3 positions,sector_limit
2024-04-24,DIS,BUY,0.604343,Already holding position,backtest
2024-04-24,CAT,BUY,0.604343,Already holding position,backtest
2024-04-25,LLY,BUY,0.640894,Sector Health at max 3 positions,sector_limit
2024-04-25,QCOM,BUY,0.63189,Already holding position,backtest
2024-04-25,CVX,BUY,0.63189,Already holding position,backtest
2024-04-25,BAC,BUY,0.622793,Already holding position,backtest
2024-04-25,TMO,BUY,0.610468,Already holding position,backtest
2024-04-25,WFC,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-25,PG,BUY,0.604343,Already holding position,backtest
2024-04-26,CVX,BUY,0.667297,Already holding position,backtest
2024-04-26,XOM,BUY,0.6498,Already holding position,backtest
2024-04-26,PEP,BUY,0.640894,Sector Consumer at max 3 positions,sector_limit
2024-04-26,CRM,BUY,0.625602,Sector Tech at max 3 positions,sector_limit
2024-04-26,WMT,BUY,0.622793,Sector Consumer at max 3 positions,sector_limit
2024-04-26,LLY,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-04-26,TMO,BUY,0.613609,Already holding position,backtest
2024-04-26,ABBV,BUY,0.603443,Already holding position,backtest
2024-04-29,ABBV,BUY,0.631273,Already holding position,backtest
2024-04-29,PEP,BUY,0.629171,Sector Consumer at max 3 positions,sector_limit
2024-04-29,PG,BUY,0.622793,Already holding position,backtest
2024-04-29,CVX,BUY,0.622793,Already holding position,backtest
2024-04-29,GS,BUY,0.613609,Sector Finance at max 3 positions,sector_limit
2024-04-29,TMO,BUY,0.613609,Already holding position,backtest
2024-04-29,LLY,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-04-29,TXN,BUY,0.600989,Already holding position,backtest
2024-04-30,KO,BUY,0.656499,Already holding position,backtest
2024-04-30,PEP,BUY,0.6498,Sector Consumer at max 3 positions,sector_limit
2024-04-30,TMO,BUY,0.626331,Already holding position,backtest
2024-04-30,CAT,BUY,0.613609,Already holding position,backtest
2024-04-30,CVX,BUY,0.604343,Already holding position,backtest
2024-04-30,WFC,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-04-30,ORCL,BUY,0.600179,Sector Tech at max 3 positions,sector_limit
2024-04-30,NFLX,BUY,0.600179,In cooldown until 2024-05-02; need confidence ≥ 0.67,cooldown
2024-05-01,KO,BUY,0.675879,In cooldown until 2024-05-07; need confidence ≥ 0.70,cooldown
2024-05-01,TXN,BUY,0.629171,Already holding position,backtest
2024-05-01,DIS,BUY,0.622793,Already holding position,backtest
2024-05-01,PG,BUY,0.613609,Already holding position,backtest
2024-05-01,BAC,BUY,0.613609,In cooldown until 2024-05-06; need confidence ≥ 0.68,cooldown
2024-05-01,AXP,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-05-02,PEP,BUY,0.658602,Already holding position,backtest
2024-05-02,AMGN,BUY,0.65201,Already holding position,backtest
2024-05-02,KO,BUY,0.6498,In cooldown until 2024-05-07; need confidence ≥ 0.70,cooldown
2024-05-02,CAT,BUY,0.613609,Already holding position,backtest
2024-05-02,V,BUY,0.609474,Already holding position,backtest
2024-05-02,MSFT,BUY,0.600989,Sector Tech at max 3 positions,sector_limit
2024-05-02,PFE,BUY,0.600989,Sector Health at max 3 positions,sector_limit
2024-05-02,AVGO,BUY,0.600989,Sector Tech at max 3 positions,sector_limit
2024-05-02,TXN,BUY,0.600989,Already holding position,backtest
2024-05-03,MSFT,BUY,0.642571,Sector Tech at max 3 positions,sector_limit
2024-05-03,PG,BUY,0.622793,Already holding position,backtest
2024-05-03,KO,BUY,0.613609,In cooldown until 2024-05-07; need confidence ≥ 0.70,cooldown
2024-05-03,MA,BUY,0.609474,Already holding position,backtest
2024-05-03,PFE,BUY,0.605738,Sector Health at max 3 positions,sector_limit
2024-05-03,WFC,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-05-06,PFE,BUY,0.664411,Sector Health at max 3 positions,sector_limit
2024-05-06,PEP,BUY,0.656499,Already holding position,backtest
2024-05-06,ISRG,BUY,0.63189,Already holding position,backtest
2024-05-06,V,BUY,0.629171,Already holding position,backtest
2024-05-06,AXP,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-05-06,QQQ,BUY,0.604343,Already holding position,backtest
2024-05-06,PG,BUY,0.604343,Already holding position,backtest
2024-05-06,CAT,BUY,0.604343,Already holding position,backtest
2024-05-07,UNH,BUY,0.719828,Sector Health at max 3 positions,sector_limit
2024-05-07,AVGO,BUY,0.639941,Sector Tech at max 3 positions,sector_limit
2024-05-07,V,BUY,0.638383,Already holding position,backtest
2024-05-07,ORCL,BUY,0.63189,Sector Tech at max 3 positions,sector_limit
2024-05-07,MA,BUY,0.629171,Already holding position,backtest
2024-05-07,CVX,BUY,0.613609,Already holding position,backtest
2024-05-07,MSFT,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-05-07,AAPL,BUY,0.602348,Sector Tech at max 3 positions,sector_limit
2024-05-08,MA,BUY,0.6498,Already holding position,backtest
2024-05-08,PEP,BUY,0.622793,Already holding position,backtest
2024-05-08,CAT,BUY,0.613609,Already holding position,backtest
2024-05-08,QQQ,BUY,0.604343,Already holding position,backtest
2024-05-08,AVGO,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-05-09,AMGN,BUY,0.65201,Already holding position,backtest
2024-05-09,QQQ,BUY,0.622793,Already holding position,backtest
2024-05-09,AXP,BUY,0.622793,Sector Finance at max 3 positions,sector_limit
2024-05-09,MA,BUY,0.613609,Already holding position,backtest
2024-05-09,TMO,BUY,0.604343,In cooldown until 2024-05-15; need confidence ≥ 0.67,cooldown
2024-05-09,NFLX,BUY,0.603762,Already holding position,backtest
2024-05-10,QCOM,BUY,0.670529,In cooldown until 2024-05-15; need confidence ≥ 0.68,cooldown
2024-05-10,CAT,BUY,0.6498,Already holding position,backtest
2024-05-10,TXN,BUY,0.63189,Already holding position,backtest
2024-05-10,ABBV,BUY,0.618656,Sector Health at max 3 positions,sector_limit
2024-05-10,QQQ,BUY,0.613609,Already holding position,backtest
2024-05-10,JPM,BUY,0.613609,Already holding position,backtest
2024-05-10,AXP,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-05-10,MA,BUY,0.604343,Already holding position,backtest
2024-05-10,V,BUY,0.604343,Already holding position,backtest
2024-05-10,CVX,BUY,0.604343,Already holding position,backtest
2024-05-13,MA,BUY,0.6498,In cooldown until 2024-05-17; need confidence ≥ 0.66,cooldown
2024-05-14,PFE,BUY,0.660619,Sector Health at max 3 positions,sector_limit
2024-05-14,JPM,BUY,0.640894,Already holding position,backtest
2024-05-14,TXN,BUY,0.613609,Already holding position,backtest
2024-05-14,AMGN,BUY,0.609777,In cooldown until 2024-05-17; need confidence ≥ 0.68,cooldown
2024-05-14,CVX,BUY,0.604343,In cooldown until 2024-05-17; need confidence ≥ 0.69,cooldown
2024-05-15,UNH,BUY,0.698574,Already holding position,backtest
2024-05-15,KO,BUY,0.640894,Sector Consumer at max 3 positions,sector_limit
2024-05-15,LLY,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-05-15,TMO,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-05-16,UNH,BUY,0.716175,Already holding position,backtest
2024-05-16,ISRG,BUY,0.640894,Already holding position,backtest
2024-05-16,JPM,BUY,0.622793,Already holding position,backtest
2024-05-16,BAC,BUY,0.622793,Sector Finance at max 3 positions,sector_limit
2024-05-16,PFE,BUY,0.617523,Sector Health at max 3 positions,sector_limit
2024-05-16,TMO,BUY,0.604343,Sector Health at max 3 positions,sector_limit
2024-05-16,KO,BUY,0.604343,Sector Consumer at max 3 positions,sector_limit
2024-05-17,PFE,BUY,0.683443,Sector Health at max 3 positions,sector_limit
2024-05-17,UNH,BUY,0.657351,Already holding position,backtest
2024-05-17,QQQ,BUY,0.63189,Already holding position,backtest
2024-05-17,SPY,BUY,0.622793,Already holding position,backtest
2024-05-17,MA,BUY,0.613609,Sector Finance at max 3 positions,sector_limit
2024-05-17,V,BUY,0.604343,In cooldown until 2024-05-21; need confidence ≥ 0.66,cooldown
2024-05-20,ISRG,BUY,0.640894,Already holding position,backtest
2024-05-20,TMO,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-05-21,QQQ,BUY,0.63189,In cooldown until 2024-05-24; need confidence ≥ 0.66,cooldown
2024-05-21,PFE,BUY,0.623364,Sector Health at max 3 positions,sector_limit
2024-05-21,SPY,BUY,0.622793,Already holding position,backtest
2024-05-21,WFC,BUY,0.622793,Already holding position,backtest
2024-05-21,PEP,BUY,0.613609,In cooldown until 2024-05-28; need confidence ≥ 0.65,cooldown
2024-05-21,JPM,BUY,0.604343,In cooldown until 2024-05-24; need confidence ≥ 0.65,cooldown
2024-05-21,PYPL,BUY,0.603762,Already holding position,backtest
2024-05-22,PYPL,BUY,0.6394,Already holding position,backtest
2024-05-22,KO,BUY,0.622793,Sector Consumer at max 3 positions,sector_limit
2024-05-22,QQQ,BUY,0.622793,In cooldown until 2024-05-24; need confidence ≥ 0.66,cooldown
2024-05-22,UNH,BUY,0.613609,Already holding position,backtest
2024-05-22,SPY,BUY,0.604343,Already holding position,backtest
2024-05-22,AVGO,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-05-22,JPM,BUY,0.604343,In cooldown until 2024-05-24; need confidence ≥ 0.65,cooldown
2024-05-23,GS,BUY,0.640894,Sector Finance at max 3 positions,sector_limit
2024-05-23,BAC,BUY,0.63189,Already holding position,backtest
2024-05-23,MRK,BUY,0.63189,Already holding position,backtest
2024-05-23,AAPL,BUY,0.631273,Sector Tech at max 3 positions,sector_limit
2024-05-23,ISRG,BUY,0.613609,In cooldown until 2024-05-30; need confidence ≥ 0.67,cooldown
2024-05-23,PYPL,BUY,0.610039,Already holding position,backtest
2024-05-23,MSFT,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-05-24,V,BUY,0.655046,Sector Finance at max 3 positions,sector_limit
2024-05-24,GS,BUY,0.622793,Sector Finance at max 3 positions,sector_limit
2024-05-24,KO,BUY,0.616805,Sector Consumer at max 3 positions,sector_limit
2024-05-24,PYPL,BUY,0.613609,Already holding position,backtest
2024-05-24,AAPL,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-05-24,MS,BUY,0.604343,Sector Finance at max 3 positions,sector_limit
2024-05-24,XOM,BUY,0.604343,Already holding position,backtest
2024-05-28,AAPL,BUY,0.637187,Sector Tech at max 3 positions,sector_limit
2024-05-28,GS,BUY,0.63189,Sector Finance at max 3 positions,sector_limit
2024-05-28,PEP,BUY,0.626331,Sector Consumer at max 3 positions,sector_limit
2024-05-28,MSFT,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-05-28,GOOGL,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-05-28,AMGN,BUY,0.601477,Sector Health at max 3 positions,sector_limit
2024-05-29,MS,BUY,0.622793,Sector Finance at max 3 positions,sector_limit
2024-05-29,MU,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-05-29,PG,BUY,0.604343,Sector Consumer at max 3 positions,sector_limit
2024-05-30,AAPL,BUY,0.644468,Sector Tech at max 3 positions,sector_limit
2024-05-30,TXN,BUY,0.640894,Sector Tech at max 3 positions,sector_limit
2024-05-30,MS,BUY,0.640894,Sector Finance at max 3 positions,sector_limit
2024-05-30,SPY,BUY,0.63189,Already holding position,backtest
2024-05-30,UNH,BUY,0.625602,In cooldown until 2024-06-05; need confidence ≥ 0.72,cooldown
2024-05-30,V,BUY,0.619195,Sector Finance at max 3 positions,sector_limit
2024-05-30,AVGO,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-05-30,GOOGL,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-05-31,UNH,BUY,0.641708,In cooldown until 2024-06-05; need confidence ≥ 0.72,cooldown
2024-05-31,AMZN,BUY,0.63189,Sector Tech at max 3 positions,sector_limit
2024-05-31,TXN,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-05-31,V,BUY,0.608187,Sector Finance at max 3 positions,sector_limit
2024-06-03,MRK,BUY,0.640894,In cooldown until 2024-06-07; need confidence ≥ 0.65,cooldown
2024-06-03,AMZN,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-06-03,PYPL,BUY,0.604343,Already holding position,backtest
2024-06-03,PFE,BUY,0.600989,Already holding position,backtest
2024-06-04,MRK,BUY,0.613609,In cooldown until 2024-06-07; need confidence ≥ 0.65,cooldown
2024-06-04,V,BUY,0.608187,Sector Finance at max 3 positions,sector_limit
2024-06-04,META,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-06-04,QQQ,BUY,0.604343,Already holding position,backtest
2024-06-05,META,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-06-05,ORCL,BUY,0.613609,Already holding position,backtest
2024-06-05,AAPL,BUY,0.606289,Sector Tech at max 3 positions,sector_limit
2024-06-05,QQQ,BUY,0.604343,Already holding position,backtest
2024-06-05,AMZN,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-06-05,WFC,BUY,0.604343,In cooldown until 2024-06-07; need confidence ≥ 0.65,cooldown
2024-06-05,BA,BUY,0.604343,Sector Industrial at max 3 positions,sector_limit
2024-06-05,ISRG,BUY,0.604343,Already holding position,backtest
2024-06-05,MSFT,BUY,0.600989,Already holding position,backtest
2024-06-05,PYPL,BUY,0.600179,Already holding position,backtest
2024-06-06,AXP,BUY,0.622793,In cooldown until 2024-06-11; need confidence ≥ 0.66,cooldown
2024-06-06,MSFT,BUY,0.617013,Already holding position,backtest
2024-06-06,CVX,BUY,0.613609,Already holding position,backtest
2024-06-06,ORCL,BUY,0.607188,In cooldown until 2024-06-12; need confidence ≥ 0.68,cooldown
2024-06-06,WFC,BUY,0.604343,In cooldown until 2024-06-07; need confidence ≥ 0.65,cooldown
2024-06-07,AVGO,BUY,0.658602,Already holding position,backtest
2024-06-07,GE,BUY,0.63189,Already holding position,backtest
2024-06-07,ISRG,BUY,0.622793,Already holding position,backtest
2024-06-07,MRK,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-06-07,PYPL,BUY,0.603762,In cooldown until 2024-06-13; need confidence ≥ 0.66,cooldown
2024-06-10,GE,BUY,0.671158,Already holding position,backtest
2024-06-10,MRK,BUY,0.63189,Sector Health at max 3 positions,sector_limit
2024-06-10,PEP,BUY,0.625602,Already holding position,backtest
2024-06-10,AVGO,BUY,0.604343,Already holding position,backtest
2024-06-10,WMT,BUY,0.604343,Already holding position,backtest
2024-06-11,TMO,BUY,0.629171,Already holding position,backtest
2024-06-11,ABBV,BUY,0.613609,Sector Health at max 3 positions,sector_limit
2024-06-11,QCOM,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-06-11,PEP,BUY,0.60756,Already holding position,backtest
2024-06-11,AMZN,BUY,0.604343,Sector Tech at max 3 positions,sector_limit
2024-06-12,META,BUY,0.624011,Sector Tech at max 3 positions,sector_limit
2024-06-12,MRK,BUY,0.607188,Sector Health at max 3 positions,sector_limit
2024-06-12,PFE,BUY,0.605098,Already holding position,backtest
2024-06-12,WFC,BUY,0.604343,Already holding position,backtest
2024-06-13,PYPL,BUY,0.65201,Sector Tech at max 3 positions,sector_limit
2024-06-13,TMO,BUY,0.623364,Already holding position,backtest
2024-06-13,PG,BUY,0.604343,Already holding position,backtest
2024-06-13,BAC,BUY,0.604343,In cooldown until 2024-06-14; need confidence ≥ 0.65,cooldown
2024-06-13,AMZN,BUY,0.600989,Sector Tech at max 3 positions,sector_limit
2024-06-13,PFE,BUY,0.600179,Already holding position,backtest
2024-06-14,ABBV,BUY,0.674172,Sector Health at max 3 positions,sector_limit
2024-06-14,PFE,BUY,0.668866,Already holding position,backtest
2024-06-14,HD,BUY,0.646062,Sector Consumer at max 3 positions,sector_limit
2024-06-14,COST,BUY,0.613609,Sector Consumer at max 3 positions,sector_limit
2024-06-14,PEP,BUY,0.613609,Already holding position,backtest
2024-06-14,QCOM,BUY,0.600989,Sector Tech at max 3 positions,sector_limit
2024-06-17,HD,BUY,0.667914,Sector Consumer at max 3 positions,sector_limit
2024-06-17,BAC,BUY,0.6498,Sector Finance at max 3 positions,sector_limit
2024-06-17,CVX,BUY,0.6343,Already holding position,backtest
2024-06-17,TXN,BUY,0.622793,Sector Tech at max 3 positions,sector_limit
2024-06-17,ISRG,BUY,0.613609,Already holding position,backtest
2024-06-17,PEP,BUY,0.613609,Already holding position,backtest
2024-06-17,KO,BUY,0.604343,Already holding position,backtest
2024-06-18,HD,BUY,0.646062,Sector Consumer at max 3 positions,sector_limit
2024-06-18,AXP,BUY,0.610468,Sector Finance at max 3 positions,sector_limit
2024-06-18,WFC,BUY,0.604343,Already holding position,backtest
2024-06-20,V,BUY,0.655414,Sector Finance at max 3 positions,sector_limit
2024-06-20,HD,BUY,0.646062,Sector Consumer at max 3 positions,sector_limit
2024-06-20,CVX,BUY,0.620261,In cooldown until 2024-06-25; need confidence ≥ 0.69,cooldown
2024-06-20,PFE,BUY,0.600179,In cooldown until 2024-06-24; need confidence ≥ 0.65,cooldown
2024-06-21,AAPL,BUY,0.674172,Sector Tech at max 3 positions,sector_limit
2024-06-21,PEP,BUY,0.65201,In cooldown until 2024-06-27; need confidence ≥ 0.66,cooldown
2024-06-21,BRK-B,BUY,0.607188,Sector Finance at max 3 positions,sector_limit
2024-06-21,ABBV,BUY,0.605738,Already holding position,backtest
2024-06-21,CAT,BUY,0.602348,Already holding position,backtest
2024-06-24,ABBV,BUY,0.65201,Already holding position,backtest
2024-06-24,SPY,BUY,0.622793,Already holding position,backtest
2024-06-24,AAPL,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-06-24,WMT,BUY,0.613609,Sector Consumer at max 3 positions,sector_limit
2024-06-24,ISRG,BUY,0.604343,In cooldown until 2024-06-28; need confidence ≥ 0.65,cooldown
2024-06-24,COST,BUY,0.604343,Sector Consumer at max 3 positions,sector_limit
2024-06-24,GE,BUY,0.600179,In cooldown until 2024-06-26; need confidence ≥ 0.71,cooldown
2024-06-25,PYPL,BUY,0.660619,Sector Tech at max 3 positions,sector_limit
2024-06-25,META,BUY,0.658602,Sector Tech at max 3 positions,sector_limit
2024-06-25,ORCL,BUY,0.655414,Sector Tech at max 3 positions,sector_limit
2024-06-25,TXN,BUY,0.63189,Sector Tech at max 3 positions,sector_limit
2024-06-25,ABBV,BUY,0.63189,Already holding position,backtest
2024-06-25,SPY,BUY,0.622793,Already holding position,backtest
2024-06-25,AXP,BUY,0.622793,Sector Finance at max 3 positions,sector_limit
2024-06-25,AAPL,BUY,0.613609,Sector Tech at max 3 positions,sector_limit
2024-06-25,MA,BUY,0.613609,In cooldown until 2024-06-28; need confidence ≥ 0.67,cooldown
2024-06-25,XOM,BUY,0.604343,Already holding position,backtest
